SMILES,logP,MW
CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,0.44,347.4
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,3.59,410.49
CC1(COc2ccc(CC3SC(=O)NC3=O)cc2)CCCCC1,3.93,333.45
Cc1ccc(O)c(-n2nc3ccccc3n2)c1,2.43,225.25
Cc1cccc(N(C)C(=S)Oc2ccc3c(c2)C2CCC3C2)c1,5.16,323.46
Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,2.84,281.36
CCOCC(O)COc1ccc(NC(=O)CC[S+](C)C)cc1,1.67,328.45
Cc1cccc(Nc2cc(Cl)nc(SCC(=O)O)n2)c1C,3.67,323.81
Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,3.25,270.21
CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,4.84,344.5
CCC1(c2cnc[nH]2)Cc2ccccc2C1,2.86,212.3
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,2.52,248.72
CCN(CC)CCOc1ccc(Cc2ccccc2)cc1,4.0,283.42
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,2.12,330.36
CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1,4.43,362.77
O=C1OC(CN2CCOCC2)CN1N=Cc1ccc([N+](=O)[O-])o1,0.67,324.29
CNNCc1ccc(C(=O)NC(C)C)cc1,1.05,221.3
Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,2.28,359.4
Cc1cccc(Cc2c[nH]cn2)c1C,2.62,186.26
CNCC[C@@H](Oc1ccccc1C)c1ccccc1,3.72,255.36
CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N,2.95,308.42
CCOc1ccc(Cc2nccc3cc(OCC)c(OCC)cc23)cc1OCC,5.42,395.5
O=C(COc1ccc(Cl)cc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1,2.79,388.85
CN(C)CCOC(=O)COc1ccc(Cl)cc1,1.82,257.72
O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,2.36,371.87
CCc1cccc(N(C)C(=N)Nc2cccc3ccccc23)c1,4.89,303.41
CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,3.42,309.41
CCOC(=O)OC(C)OC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1(C)C,1.3,465.53
NCC(=O)CCC(=O)O,-0.62,131.13
NNc1nncc2ccccc12,0.92,160.18
Cn1cc(C(=O)[C@@H]2CCc3[nH]cnc3C2)c2ccccc21,2.89,279.34
O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,1.58,331.35
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,2.57,438.52
CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O,3.17,378.52
CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1,2.34,408.52
NCCc1cc(O)c(O)cc1O,0.3,169.18
CCOC(=O)[C@@](C)(N)Cc1ccc(O)c(O)c1,0.92,239.27
CNC[C@H](O)c1ccc(O)c(O)c1,0.35,183.21
Oc1cn2c(n1)Nc1ccc(Cl)c(Cl)c1C2,3.0,256.09
CN(C(=O)C(Cl)Cl)c1ccc(OC(=O)c2ccco2)cc1,3.27,328.15
O=C(CBr)Nc1ccc(Cl)cc1C(=O)c1ccccc1F,4.04,370.61
COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,4.54,321.55
O=C(CCN1CCN2CCCC2C1)N1c2ccccc2Sc2ccc(Cl)cc21,4.64,413.97
O=c1[nH]c2cc(Cl)ccc2n1C1CCNCC1,1.91,251.72
O=C(NC(Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1,2.61,370.79
N=C(N)NC(=O)c1nc(Cl)c(N)nc1N,-1.08,229.63
CCOC(=O)N1CCC(Nc2ccc(Cl)cc2N)CC1,2.96,297.79
Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,4.16,293.73
CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,4.1,466.98
CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CCl)O1,3.89,454.97
ClCCN1CCCC1,1.32,133.62
CC(CC1c2ccccc2CCc2ccccc21)CN(C)C,4.5,293.45
CNC(=O)Oc1cccc2ccccc12,2.56,201.22
C=C[C@H]1CN2CCC1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,3.17,324.42
CCOCCOC(=O)C=Cc1ccc(OC)cc1,2.29,250.29
COc1ccc(C(=O)c2c(C)n(CCN3CCOCC3)c3ccccc23)cc1,3.52,378.47
COc1ccc2nc(NC(=O)Nc3ccccc3)sc2c1,3.95,299.36
CS(=O)(=O)c1ccc(-c2cn3ccccc3n2)cc1,2.4,272.33
CNCCc1ccccn1,0.84,136.2
CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN,0.97,389.39
O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1,3.54,282.22
O=C1OC(OC(=O)c2cccnc2Nc2cccc(C(F)(F)F)c2)c2ccccc21,4.87,414.34
COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1,3.2,318.34
C[C@H]1O[C@@H](n2cc(F)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O,-1.69,246.19
O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1,4.89,409.43
Cc1nc2ccccn2c(=O)c1CCN1CCC(C(=O)c2ccc(F)cc2)CC1,3.28,393.46
O=C(CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,3.77,381.45
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,4.43,375.87
O=C(CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,3.01,327.4
O=C(O)CCn1c2c(c3ccccc31)C[C@H](NS(=O)(=O)c1ccc(F)cc1)CC2,3.09,416.47
C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4C(O)=C(C#N)C[C@]35C)[C@@H]1CC[C@@H]2O,3.47,329.44
Nc1cc(-c2ccncc2)c[nH]c1=O,1.02,187.2
Nc1ccc(S(=O)(=O)Nc2cnc3ccccc3n2)cc1,2.01,300.34
Nc1ccc(O)cc1,0.97,109.13
CCCN1CCC[C@@H]2Cc3nc(N)ncc3C[C@H]21,1.65,246.36
Nc1ncnc(Nc2ccccc2)n1,1.2,187.21
NCCNCCNCCNCCN,-2.33,189.31
NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,0.92,338.77
NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,-0.06,295.73
CN1C(CSCC(F)(F)F)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,1.66,439.89
NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,0.82,380.66
OC[C@]1(O)OC[C@@H](O)[C@H](O)[C@@H]1O,-3.22,180.16
Cc1c(C(=O)O)c(O)cc2c1C(=O)c1c(O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c(O)c1C2=O,-1.19,492.39
O=C1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,-3.01,178.14
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,3.67,290.45
O=[N+]([O-])c1cc([As](=O)(O)O)ccc1O,-1.14,263.04
NC(=O)C(=O)NN=Cc1ccc([N+](=O)[O-])o1,-0.88,226.15
O=[N+]([O-])c1ccc([As](=O)(O)O)cc1,-0.84,247.04
CCCCCCCCC/C=C\C=C/C=C\C=C/C=C\C(=O)OCC,6.47,330.51
CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,2.79,313.31
CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,2.72,456.57
CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,4.68,360.84
CC(C(=O)O)c1ccc(C(=O)c2ccccc2)s1,3.17,260.31
CN1CCC(O)(c2ccc(F)cc2)C(C(=O)c2ccc(F)cc2)C1,2.99,331.36
CCC(=O)c1ccc(O)cc1,1.98,150.18
O=C(CN1CCN(Cc2ccc3c(c2)OCO3)CC1)N1c2ccccc2Sc2ccccc21,4.36,459.57
O=C(CS)Nc1ccccc1,1.55,167.23
COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,3.64,494.01
CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1,3.4,290.79
COc1cc(OC)nc(O[C@H](C(=O)O)C(OC)(c2ccccc2)c2ccccc2)n1,2.92,410.43
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,0.59,396.45
O=C(O)c1cc(=O)c2ccccc2o1,1.49,190.15
Cc1cc(CC(=O)O)c(C)n1-c1ccc(Cl)cc1,3.37,263.72
O=C(O)CCCCC1CCSS1,2.79,206.33
Cc1ccc(C(=O)Oc2ccc(C(O)CNC(C)(C)C)cc2OC(=O)c2ccc(C)cc2)cc1,5.16,461.56
O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,1.53,341.41
C#C[C@]1(O)CC[C@H]2[C@@H]3[C@H](C)CC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C,3.88,312.45
CCCCCCNC(=O)n1cc(F)c(=O)[nH]c1=O,0.81,257.26
O=C1NS(=O)(=O)c2ccccc21,0.12,183.19
C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,3.88,288.43
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@H]43)[C@@H]1CC[C@@H]2O,3.49,274.4
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,3.49,298.43
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,3.88,312.45
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,2.09,385.51
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@H]43)[C@@H]1CC[C@@H]2OC(=O)CCc1ccccc1,5.67,406.57
COc1cc(NC(C)CCCN)c2ncccc2c1,2.78,259.35
CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,4.81,319.88
O=S(=O)(O)c1cc(I)c(O)c2ncccc12,1.79,351.12
CC(C)(C)C(=O)OCOC(=O)C1N2C(=O)CC2S(=O)(=O)C1(C)C,0.21,347.39
CC(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)O,-2.87,487.51
O=C(O)c1cc(O)nc(O)n1,-0.41,156.1
O=C(O)c1ccccc1S,1.67,154.19
O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,4.03,293.32
CC(C(O)c1ccccc1)N(C)C/C=C/c1ccccc1,3.75,281.4
CC(CCc1ccccc1)NC(C)C(O)c1ccc(O)cc1,3.43,299.41
Cc1ncc(CO)c(C=O)c1O,0.4,167.16
O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,1.31,302.19
Cc1cc(O)c(C)c(C)c1O,2.02,152.19
O=C(O)c1cc(O)c(O)c(O)c1,0.5,170.12
COc1cc(O)cc(O)c1,1.11,140.14
N#CC(C#N)=Cc1ccc(O)c(O)c1,1.53,186.17
COC(=O)c1ccc(O)cc1,1.18,152.15
Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1,2.73,305.76
N[C@H](C(=O)O)[C@@H](O)c1ccc(O)c(O)c1,-0.46,213.19
Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2,1.55,290.27
Oc1ccc(C(O)CNCCCCCCNCC(O)c2ccc(O)c(O)c2)cc1O,2.02,420.51
CC=Cc1ccc(O)c(OC)c1,2.43,164.2
C=CCc1ccc(O)c(OC)c1,2.13,164.2
CCCCCCCCC(=O)NCc1ccc(O)c(OC)c1,3.77,293.41
COc1ccc(O)cc1,1.4,124.14
Oc1ccc(CCNCCCCCCNCCc2ccccc2)cc1O,3.62,356.51
O=C1CCCc2c(O)cccc21,1.91,162.19
Oc1cccc2[nH]ccc12,1.87,133.15
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,1.9,392.47
CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,2.42,434.5
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,2.78,376.47
O=C(CCN1CCN(CCO)CC1)N1c2ccccc2Sc2ccc(C(F)(F)F)cc21,3.83,451.51
N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,2.88,340.43
CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,4.78,285.47
COc1cc2c(cc1OC)-c1c/c(=N\c3c(C)cc(C)cc3C)n(C)c(=O)n1CC2,3.58,405.5
C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12,6.14,357.42
C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,5.3,277.5
Oc1c(Br)cc(Br)c2cccnc12,3.47,302.95
Cc1ccc(O)c2ncccc12,2.25,159.19
Oc1ccc(Cl)c2cccnc12,2.59,179.61
CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,6.18,304.54
CC(C)(c1ccccc1)c1ccc(O)c(C(C)(C)c2ccccc2)c1,6.04,330.47
CCN(CC)CCCN(c1ccccc1)C1Cc2ccccc2C1,4.39,322.5
COc1ccc(CN2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)c(OC)c1OC,4.9,468.54
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12,0.26,464.86
CSc1ccc2c(c1)C(N1CCN(C)CC1)Cc1ccccc1S2,4.4,356.56
CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,4.64,386.48
CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,0.36,384.25
COc1cc(C=C2CCCC(=Cc3ccc(O)c(OC)c3)C2=O)ccc1O,4.34,366.41
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,12.45,483.87
CCN1C(=CC=Cc2sc3ccccc3[n+]2CC)Sc2ccccc21,5.7,365.55
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@@H](O)C4CC4)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,5.09,412.61
CC(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2,4.98,410.58
CC(=O)O[Hg]c1ccccc1,0.87,336.74
CC(C)(C)C1CCC(CC2=C(O)C(=O)c3ccccc3C2=O)CC1,5.12,326.44
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1/C=C/C(=O)OC(C)(C)C,4.4,455.55
Cc1cc(C)c(C=C2C(=O)Nc3ccccc32)[nH]1,3.12,238.29
Clc1ccc(Cn2c(CN3CCCC3)nc3ccccc32)cc1,4.33,325.84
CNCCCC1c2ccccc2C=Cc2ccccc21,4.3,263.38
CNCCCN1c2ccccc2CCc2ccccc21,3.53,266.39
CN1CCCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,4.07,314.86
CN1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,3.18,446.64
CCCCCOc1ccccc1/C(=C\SC)n1ccnc1,4.66,302.44
Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1,5.39,404.5
N=C(N)NN=C(C=Cc1ccc([N+](=O)[O-])o1)C=Cc1ccc([N+](=O)[O-])o1,2.25,360.29
CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC,8.9,382.74
CCCCCCCCCCCCCCCCCC[N+](C)(C)C,6.95,312.61
COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2,3.1,336.37
CC[Hg]Sc1ccccc1C(=O)[O-],1.58,381.83
CC(C)=CCOc1ccc(/C=C/C(=O)c2ccc(OCC=C(C)C)cc2OCC(=O)O)cc1,5.74,450.53
CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,8.51,368.71
COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC/C=C/c2ccccc2)C1c1cccc([N+](=O)[O-])c1,4.28,492.53
CN1CCC(Nc2ncc3ncnc(Nc4ccc(F)c(Cl)c4)c3n2)CC1,3.46,387.85
O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12,3.14,372.81
COC(=O)c1nc(Cl)c(Cl)nc1N,1.15,222.03
Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,4.02,310.83
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,4.53,314.86
COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O,3.46,338.44
COc1ccc([C@@H]2Sc3ccccc3NC(=O)[C@@H]2O)cc1,2.84,301.37
N[C@@H]1[C@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]12,1.89,416.36
O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,4.07,315.68
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,4.28,446.91
NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1,4.24,407.48
Nc1ccc2c(c1)CN1C(=O)c3ccccc3C1=N2,2.32,249.27
CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,2.23,307.29
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,6.0,371.52
COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,3.74,406.48
O=C(Oc1cccc2cccnc12)c1ccccc1,3.45,249.27
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C,-1.72,376.37
Oc1ccc(Cl)cc1Sc1cc(Cl)ccc1O,4.56,287.17
CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC,10.11,399.71
CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1,3.86,284.41
NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1,3.96,426.56
CC(C)=CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,3.95,320.39
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,2.87,399.44
CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,2.94,494.53
COc1cc(C)nc(-n2nc(C)cc2OC)n1,1.3,234.26
Cc1c(Cl)cccc1Nc1ccccc1C(=O)O,4.09,261.71
CCCCCCCC/C=C\CCCCCCCCN,5.98,267.5
CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,5.26,352.43
O=C1[C@H]2CCCC[C@H]2C(=O)N1CCCCN1CCN(c2nsc3ccccc23)CC1,3.37,426.59
C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,3.61,303.14
Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,5.38,344.84
ClCCN(CCCl)CCCl,2.0,204.53
CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,5.09,477.05
CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,4.44,309.33
C[C@@H]1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1,1.36,280.29
Cc1c(Cl)c(=O)oc2cc(OP(=O)(OCCCl)OCCCl)ccc12,4.75,415.59
NC1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)C1,2.04,404.35
Oc1c(I)cc(I)c2cccnc12,3.15,396.95
O=Cc1ccc(O)c(O)c1O,0.62,154.12
O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,3.56,318.33
CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21,4.13,314.41
CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,11.25,466.9
CCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,12.45,483.87
Cc1ccc(Cl)c(Nc2ccccc2C(=O)[O-])c1Cl,3.41,295.14
O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1,0.97,225.16
CC1(C)OC(=O)Nc2ccc(Br)cc21,3.25,256.1
CC(C)=CCNc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,-0.18,335.36
c1ccc2c(c1)OCC(C1=NCCN1)O2,0.83,204.23
C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,5.11,368.52
C=C[C@@]1(C)CC(=O)[C@]2(O)[C@@]3(C)[C@@H](O)CCC(C)(C)[C@@H]3[C@H](O)[C@H](OC(C)=O)[C@@]2(C)O1,1.52,410.51
CC(C)(C)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,3.54,458.6
Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,4.37,441.55
Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(N(C)C)c3ccccc32)cc1,5.29,427.55
Cc1nc(N)nc(N)c1-c1ccc(Cl)c(Cl)c1,2.92,269.14
CCCCC(CC)CN1CN(CC(CC)CCCC)CC(C)(N)C1,4.71,339.61
CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,4.78,428.54
CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C,7.18,428.66
CCOc1ccccc1C(N)=O,1.18,165.19
CCCC(C(=O)OCCN(CC)CC)(c1ccccc1)c1ccccc1,4.66,353.51
Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,5.56,390.96
COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC,2.74,369.43
CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,4.3,381.91
CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,0.19,457.48
CN(C)CCC=C1c2ccccc2CCc2ccccc21,4.17,277.41
CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,4.55,275.4
CN(C)CCCN1c2ccccc2Sc2ccccc21,4.24,284.43
CN(C/C=C/c1ccccc1)Cc1cccc2ccccc12,4.99,287.41
C=C1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12,-0.44,442.42
O=C(O)Cc1ccc(OCCNC[C@H](O)c2ccccc2)cc1,2.02,315.37
COc1cccc(CCc2ccccc2OCC(CN(C)C)OC(=O)CCC(=O)O)c1,3.2,429.51
CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2,4.11,427.53
CN1C[C@H]2c3ccccc3Oc3ccc(Cl)cc3[C@@H]2C1,4.26,285.77
O=C1C(O)=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,5.51,366.84
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,3.93,357.79
Cc1nc2ccccc2n1Cc1ccc(Cl)cc1,4.05,256.74
O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,3.35,425.92
CC(CN1c2ccccc2Sc2ccccc21)N(C)C,4.24,284.43
CN(C(=O)CCCOc1ccc2[nH]c(=O)ccc2c1)C1CCCCC1,3.48,342.44
CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12,5.77,317.48
COc1ccc(C=CC(=O)c2ccc(OC)cc2OC)cc1,3.61,298.34
Cc1nc2sccn2c(=O)c1CCN1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,5.48,477.58
O=C(CCCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccc(F)cc1,4.53,420.32
O=C1NCN(c2ccccc2)C12CCN(CCCOc1ccc(F)cc1)CC2,3.02,383.47
N#C/C(=C1\SCC(c2ccccc2Cl)S1)n1ccnc1,4.41,319.84
Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,-3.17,244.21
Nc1ccncc1N,0.25,109.13
CCCSSC(CCO)=C(C)N(C=O)Cc1cnc(C)nc1N,2.73,356.52
Nc1nc2nc[nH]c2c(=S)[nH]1,0.6,167.2
CCOc1ccc2nc(S(N)(=O)=O)sc2c1,1.34,258.32
O=C(Nc1ccc([N+](=O)[O-])cc1)Nc1ccc([N+](=O)[O-])cc1,3.15,302.25
O=NN(CCCl)C(=O)NC1CCCCC1,2.25,233.7
c1ccc(C(O[C@H]2CCCN(CCc3ccc4c(c3)OCO4)C2)c2ccccc2)cc1,5.23,415.53
CC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,4.44,326.46
c1cc(CN2CCCCC2)cc(OCCCNc2nc3ccccc3s2)c1,5.16,381.54
N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,1.92,305.2
Nc1nc(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2[nH]1,-0.04,441.4
CC(C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2,3.76,298.36
